,gene,beta,alpha,delta,ductal,endothelial,gamma,macrophage,quiescent_stellate,activated_stellate
0,Ins2,1337.7807606263982,47.41884816753927,62.28440366972477,48.516363636363636,89.0,41.73170731707317,41.47222222222222,53.57446808510638,39.857142857142854
1,Ins1,690.6498881431768,20.827225130890053,28.394495412844037,23.19272727272727,47.115107913669064,21.170731707317074,18.333333333333332,25.74468085106383,15.785714285714286
2,Prss53,4.088366890380313,0.08376963350785341,0.10091743119266056,0.07272727272727272,0.1366906474820144,0.04878048780487805,0.05555555555555555,0.0425531914893617,0.07142857142857142
3,Iapp,277.2986577181208,22.30366492146597,167.42660550458714,4.9381818181818184,18.575539568345324,14.097560975609756,3.5555555555555554,4.76595744680851,2.5714285714285716
4,G6pc2,7.756152125279642,0.23036649214659685,0.0779816513761468,0.11636363636363636,0.20863309352517986,0.0,0.1111111111111111,0.14893617021276595,0.14285714285714285
5,Ero1lb,3.6733780760626398,0.4397905759162304,0.15137614678899083,0.09454545454545454,0.302158273381295,0.12195121951219512,0.19444444444444445,0.23404255319148937,0.07142857142857142
6,Scg3,12.75503355704698,4.424083769633508,4.334862385321101,0.36727272727272725,0.5827338129496403,3.1951219512195124,0.5277777777777778,0.3404255319148936,0.2857142857142857
7,Chga,29.977628635346758,24.30366492146597,9.880733944954128,0.5418181818181819,1.6978417266187051,7.341463414634147,0.4444444444444444,0.48936170212765956,0.07142857142857142
8,Prlr,3.0727069351230427,0.06806282722513089,0.10091743119266056,0.07636363636363637,0.19424460431654678,0.024390243902439025,0.05555555555555555,0.0,0.0
9,Bace2,3.213646532438479,0.39267015706806285,0.26146788990825687,0.23272727272727273,0.5251798561151079,0.5121951219512195,0.027777777777777776,0.1702127659574468,0.21428571428571427
10,Igf1r,7.040268456375839,0.5549738219895288,1.0275229357798166,1.1672727272727272,0.6618705035971223,0.6341463414634146,0.2222222222222222,0.3404255319148936,0.21428571428571427
11,Papss2,2.7393736017897092,0.25654450261780104,0.3256880733944954,0.07636363636363637,0.2805755395683453,0.0,0.1111111111111111,0.06382978723404255,0.07142857142857142
12,Scg2,17.486577181208055,5.984293193717278,17.110091743119266,0.2872727272727273,0.8561151079136691,12.463414634146341,0.25,0.48936170212765956,0.2857142857142857
13,Atp2a2,5.197986577181208,1.094240837696335,1.2660550458715596,1.0072727272727273,0.8920863309352518,1.0,0.75,1.7446808510638299,0.5
14,Syt4,2.3803131991051454,0.43455497382198954,0.44036697247706424,0.05090909090909091,0.05755395683453238,0.5121951219512195,0.0,0.0425531914893617,0.0
15,Nkx6-1,1.6812080536912752,0.19895287958115182,0.0871559633027523,0.025454545454545455,0.12949640287769784,0.5121951219512195,0.05555555555555555,0.0,0.0
16,Acly,4.307606263982103,1.7172774869109948,3.0,0.38545454545454544,0.5539568345323741,0.7317073170731707,0.1111111111111111,0.3829787234042553,0.2857142857142857
17,Gsdma,2.511185682326622,0.6178010471204188,0.3440366972477064,0.04,0.09352517985611511,0.1951219512195122,0.0,0.02127659574468085,0.07142857142857142
18,Spock2,1.628635346756152,0.193717277486911,0.5688073394495413,0.02181818181818182,0.09352517985611511,0.36585365853658536,0.05555555555555555,0.0851063829787234,0.0
19,Ptprn,8.106263982102908,5.858638743455497,6.935779816513762,0.20363636363636364,0.2446043165467626,6.121951219512195,0.25,1.0212765957446808,0.6428571428571429
20,Gcg,8.182326621923938,1201.6701570680627,7.995412844036697,2.8181818181818183,18.158273381294965,80.58536585365853,1.4166666666666667,38.61702127659574,2.357142857142857
21,Ttr,1.5302013422818792,86.14659685863874,0.7844036697247706,0.7163636363636363,2.143884892086331,5.463414634146342,0.1388888888888889,0.6170212765957447,0.0
22,Gpx3,1.0570469798657718,32.80104712041885,9.63302752293578,0.34545454545454546,0.3381294964028777,12.463414634146341,0.19444444444444445,0.6170212765957447,2.0
23,Gnas,7.782997762863535,43.13089005235602,20.889908256880734,4.025454545454545,5.201438848920863,24.585365853658537,1.9722222222222223,7.957446808510638,6.071428571428571
24,Pcsk1n,8.89261744966443,23.230366492146597,8.729357798165138,0.4072727272727273,0.6187050359712231,11.292682926829269,0.5555555555555556,0.7021276595744681,0.35714285714285715
25,Aplp1,2.6308724832214767,8.727748691099476,3.555045871559633,0.09818181818181818,0.4676258992805755,6.2682926829268295,0.1111111111111111,0.40425531914893614,0.0
26,Tmem27,2.2013422818791946,12.659685863874346,4.844036697247707,0.03272727272727273,0.20863309352517986,12.853658536585366,0.0,0.7872340425531915,0.21428571428571427
27,Resp18,3.5503355704697985,11.842931937172775,8.041284403669724,0.12,0.2805755395683453,7.951219512195122,0.1111111111111111,0.44680851063829785,0.14285714285714285
28,Pcsk2,20.4586129753915,37.64397905759162,18.743119266055047,0.8327272727272728,1.0215827338129497,25.878048780487806,0.5555555555555556,1.4893617021276595,0.42857142857142855
29,Rbp4,0.4217002237136465,5.549738219895288,18.477064220183486,0.10181818181818182,0.12949640287769784,2.292682926829268,0.2222222222222222,0.0851063829787234,0.2857142857142857
30,Cst3,1.5973154362416107,5.638743455497382,2.834862385321101,0.7527272727272727,1.1223021582733812,4.658536585365853,9.38888888888889,0.7446808510638298,0.5
31,Gc,0.174496644295302,2.9162303664921465,1.5,0.5018181818181818,0.04316546762589928,3.6097560975609757,0.027777777777777776,0.1702127659574468,0.0
32,Pyy,7.534675615212528,78.40314136125654,209.91743119266056,1.5927272727272728,1.39568345323741,600.6585365853658,1.8611111111111112,9.787234042553191,1.1428571428571428
33,Cpe,11.445190156599553,15.968586387434556,6.36697247706422,0.44,0.7769784172661871,11.878048780487806,0.3055555555555556,1.2553191489361701,0.2857142857142857
34,Mafb,0.0738255033557047,2.1780104712041886,0.03211009174311927,0.01090909090909091,0.08633093525179857,0.0975609756097561,3.9444444444444446,0.02127659574468085,0.0
35,Scg5,5.628635346756152,9.712041884816754,5.458715596330276,0.13818181818181818,0.3237410071942446,11.24390243902439,0.05555555555555555,0.8085106382978723,0.14285714285714285
36,Eef1a2,0.02796420581655481,1.356020942408377,0.22477064220183487,0.01090909090909091,0.007194244604316547,0.8048780487804879,0.0,0.0425531914893617,0.0
37,Ctsz,0.19574944071588368,2.298429319371728,0.26146788990825687,0.24727272727272728,0.16546762589928057,1.2439024390243902,3.4166666666666665,0.6382978723404256,0.7142857142857143
38,Irx1,0.003355704697986577,1.5549738219895288,0.009174311926605505,0.0,0.0,0.024390243902439025,0.0,0.02127659574468085,0.0
39,Lpl,2.3277404921700224,5.010471204188482,0.0779816513761468,0.05454545454545454,0.2014388489208633,1.5365853658536586,1.9722222222222223,1.3191489361702127,0.35714285714285715
40,Sst,8.412751677852349,5.356020942408377,700.8990825688073,5.24,2.4676258992805757,10.926829268292684,4.055555555555555,2.872340425531915,0.9285714285714286
41,Hhex,0.017897091722595078,0.015706806282722512,2.426605504587156,0.9963636363636363,0.17985611510791366,0.04878048780487805,0.027777777777777776,0.0,0.07142857142857142
42,Cd24a,0.1331096196868009,0.02617801047120419,4.2889908256880735,2.5163636363636366,0.5971223021582733,0.0,0.08333333333333333,0.10638297872340426,0.07142857142857142
43,Ppy,6.574944071588367,21.30366492146597,78.06422018348624,2.7345454545454544,1.920863309352518,1219.5121951219512,1.1388888888888888,23.74468085106383,0.8571428571428571
44,Chgb,8.654362416107382,3.670157068062827,15.935779816513762,0.33454545454545453,0.5827338129496403,6.0,0.16666666666666666,0.2765957446808511,0.14285714285714285
45,Sez6l,1.5201342281879195,0.14659685863874344,3.1559633027522938,0.04363636363636364,0.1079136690647482,0.3170731707317073,0.08333333333333333,0.06382978723404255,0.0
46,Abcc8,2.4384787472035794,3.0785340314136125,4.555045871559633,0.09454545454545454,0.1366906474820144,3.7804878048780486,0.16666666666666666,0.0425531914893617,0.07142857142857142
47,Arg1,0.03691275167785235,0.32460732984293195,1.6192660550458715,0.01090909090909091,0.014388489208633094,0.0975609756097561,0.6944444444444444,0.0,0.0
48,Fam159b,0.3523489932885906,0.010471204188481676,1.6009174311926606,0.02181818181818182,0.02877697841726619,0.07317073170731707,0.0,0.0,0.0
49,Isl1,0.9720357941834452,1.3193717277486912,2.2247706422018347,0.025454545454545455,0.07913669064748201,1.1951219512195121,0.0,0.0,0.07142857142857142
50,Dpp6,0.011185682326621925,0.031413612565445025,1.0963302752293578,0.0,0.0,0.0,0.0,0.0,0.0
51,Mest,0.012304250559284116,0.03664921465968586,1.1559633027522935,0.01090909090909091,0.16546762589928057,0.04878048780487805,0.0,0.0,0.07142857142857142
52,Clu,0.674496644295302,1.0523560209424083,4.151376146788991,46.02181818181818,0.5971223021582733,2.5853658536585367,0.19444444444444445,0.1276595744680851,3.642857142857143
53,Auts2,0.27069351230425054,0.13089005235602094,1.2660550458715596,0.4581818181818182,0.03597122302158273,0.04878048780487805,0.08333333333333333,0.0,0.07142857142857142
54,Ache,0.007829977628635347,0.1256544502617801,0.9495412844036697,0.0,0.0,0.1951219512195122,0.0,0.0425531914893617,0.0
55,Krt8,1.861297539149888,2.4973821989528795,2.0688073394495414,29.043636363636363,0.1079136690647482,1.6585365853658536,0.1388888888888889,0.23404255319148937,0.0
56,Krt18,1.0078299776286352,1.513089005235602,1.0229357798165137,11.287272727272727,0.07194244604316546,1.170731707317073,0.1111111111111111,0.10638297872340426,0.14285714285714285
57,Cldn4,0.5279642058165548,1.0261780104712042,0.8486238532110092,9.229090909090909,0.04316546762589928,0.975609756097561,0.0,0.1276595744680851,0.07142857142857142
58,Zfp36l1,0.006711409395973154,0.05235602094240838,0.13302752293577982,7.44,2.2014388489208634,0.07317073170731707,0.8333333333333334,2.6808510638297873,2.0
59,Flna,0.14317673378076062,0.1099476439790576,0.0779816513761468,5.469090909090909,1.0,0.0,2.111111111111111,2.127659574468085,4.071428571428571
60,Cd44,0.21700223713646533,0.041884816753926704,0.5596330275229358,5.869090909090909,0.050359712230215826,0.024390243902439025,1.4166666666666667,0.5106382978723404,4.285714285714286
61,Anxa3,0.013422818791946308,0.005235602094240838,0.03669724770642202,4.825454545454545,0.935251798561151,0.0,0.25,0.1702127659574468,0.0
62,Dsg2,0.23154362416107382,0.18324607329842932,0.25229357798165136,3.0,0.014388489208633094,0.07317073170731707,0.0,0.0,0.0
63,Sox4,0.1610738255033557,0.225130890052356,0.2889908256880734,5.010909090909091,5.669064748201439,0.34146341463414637,0.1388888888888889,0.2553191489361702,1.7857142857142858
64,Nfib,0.011185682326621925,0.005235602094240838,0.05963302752293578,2.330909090909091,1.4892086330935252,0.07317073170731707,0.0,0.02127659574468085,0.35714285714285715
65,Cdh1,1.3064876957494407,0.9947643979057592,1.7706422018348624,6.356363636363636,0.1366906474820144,1.1951219512195121,0.1388888888888889,0.02127659574468085,0.14285714285714285
66,Anxa2,0.030201342281879196,0.24607329842931938,0.07339449541284404,5.607272727272727,2.884892086330935,0.2682926829268293,3.2222222222222223,2.25531914893617,5.357142857142857
67,S100a6,0.3568232662192394,0.09424083769633508,0.21559633027522937,13.672727272727272,0.39568345323741005,0.5121951219512195,1.3055555555555556,1.0851063829787233,6.428571428571429
68,Cldn3,0.24049217002237136,0.20418848167539266,0.43119266055045874,3.418181818181818,0.05755395683453238,0.4634146341463415,0.05555555555555555,0.0,0.0
69,Myl12a,0.4407158836689038,0.9267015706806283,0.6330275229357798,7.003636363636364,3.762589928057554,1.5365853658536586,2.5833333333333335,1.9361702127659575,3.142857142857143
70,Onecut2,0.03803131991051454,0.12041884816753927,0.022935779816513763,3.941818181818182,0.0,0.024390243902439025,0.0,0.0,0.21428571428571427
71,Actn1,0.6152125279642058,0.46596858638743455,0.6422018348623854,6.407272727272727,1.1726618705035972,0.8780487804878049,0.08333333333333333,1.4893617021276595,4.428571428571429
72,Ier3,0.2785234899328859,0.10471204188481675,0.16055045871559634,6.549090909090909,8.870503597122303,0.2682926829268293,0.6666666666666666,16.53191489361702,10.571428571428571
73,Fermt1,0.010067114093959731,0.02617801047120419,0.1834862385321101,2.2545454545454544,0.007194244604316547,0.0,0.0,0.0,0.0
74,Pecam1,0.006711409395973154,0.005235602094240838,0.0045871559633027525,0.01090909090909091,8.201438848920864,0.0,0.08333333333333333,0.06382978723404255,0.21428571428571427
75,Egfl7,0.01901565995525727,0.010471204188481676,0.027522935779816515,0.007272727272727273,6.906474820143885,0.0,0.0,0.1702127659574468,0.07142857142857142
76,Cdh5,0.0044742729306487695,0.0,0.0045871559633027525,0.0036363636363636364,9.158273381294965,0.0,0.0,0.1702127659574468,0.07142857142857142
77,Flt1,0.003355704697986577,0.005235602094240838,0.013761467889908258,0.01090909090909091,11.568345323741006,0.0,0.0,0.0851063829787234,0.5
78,Sparc,0.039149888143176735,0.02617801047120419,0.027522935779816515,1.2363636363636363,18.56115107913669,0.024390243902439025,0.027777777777777776,7.23404255319149,30.571428571428573
79,Plvap,0.0044742729306487695,0.0,0.0045871559633027525,0.0,7.9352517985611515,0.0,0.0,0.23404255319148937,0.2857142857142857
80,Col4a2,0.008948545861297539,0.010471204188481676,0.0045871559633027525,0.3709090909090909,7.625899280575539,0.0,0.05555555555555555,3.6382978723404253,2.2142857142857144
81,Col4a1,0.0447427293064877,0.020942408376963352,0.022935779816513763,0.68,7.431654676258993,0.0,0.0,5.553191489361702,4.5
82,S1pr1,0.007829977628635347,0.005235602094240838,0.0,0.0,5.143884892086331,0.0,0.5555555555555556,0.0,0.2857142857142857
83,Eng,0.0,0.0,0.0,0.0,4.496402877697841,0.0,0.027777777777777776,0.5319148936170213,0.7857142857142857
84,Serinc3,0.8210290827740492,0.7120418848167539,0.7889908256880734,1.3963636363636365,6.755395683453237,0.6829268292682927,1.9166666666666667,2.9148936170212765,1.2857142857142858
85,Esam,0.025727069351230425,0.04712041884816754,0.05963302752293578,0.01090909090909091,5.410071942446043,0.04878048780487805,0.16666666666666666,1.5319148936170213,0.42857142857142855
86,Tcf4,0.37472035794183445,0.28272251308900526,0.6192660550458715,0.15636363636363637,5.676258992805756,0.12195121951219512,0.2777777777777778,1.2553191489361701,0.8571428571428571
87,Cd93,0.008948545861297539,0.0,0.0,0.01090909090909091,3.1870503597122304,0.0,0.05555555555555555,0.19148936170212766,0.07142857142857142
88,Sema7a,0.006711409395973154,0.015706806282722512,0.0,0.01090909090909091,6.35251798561151,0.0,0.027777777777777776,0.10638297872340426,1.3571428571428572
89,Kdr,0.007829977628635347,0.005235602094240838,0.0045871559633027525,0.0036363636363636364,11.690647482014388,0.024390243902439025,0.027777777777777776,0.19148936170212766,0.21428571428571427
90,Msn,0.013422818791946308,0.03664921465968586,0.03669724770642202,1.9745454545454546,5.194244604316546,0.024390243902439025,1.8333333333333333,4.191489361702128,4.714285714285714
91,Esm1,0.0044742729306487695,0.005235602094240838,0.0,0.01090909090909091,14.381294964028777,0.0,0.0,0.3404255319148936,0.07142857142857142
92,B2m,0.8534675615212528,1.4136125654450262,0.963302752293578,2.789090909090909,16.992805755395683,0.6341463414634146,37.888888888888886,5.127659574468085,7.357142857142857
93,Emcn,0.0011185682326621924,0.0,0.0,0.0036363636363636364,4.906474820143885,0.0,0.0,0.02127659574468085,0.0
94,Ace2,0.021252796420581657,0.5602094240837696,0.06422018348623854,0.007272727272727273,0.007194244604316547,2.3902439024390243,0.027777777777777776,0.02127659574468085,0.0
95,Ugt2b34,0.21588366890380314,1.1099476439790577,0.05045871559633028,0.5527272727272727,0.02158273381294964,2.6341463414634148,0.0,0.06382978723404255,0.0
96,Tspan8,0.15883668903803133,0.225130890052356,1.4128440366972477,3.7018181818181817,0.007194244604316547,3.317073170731707,0.027777777777777776,0.10638297872340426,0.0
97,Wnt4,0.9776286353467561,2.0471204188481678,0.26605504587155965,0.16,0.04316546762589928,2.3902439024390243,0.0,0.0425531914893617,0.0
98,Etv1,0.11297539149888143,1.4921465968586387,0.9495412844036697,0.01818181818181818,0.03597122302158273,1.7804878048780488,0.1388888888888889,0.02127659574468085,0.0
99,Scgn,0.9250559284116331,1.6544502617801047,1.2339449541284404,0.007272727272727273,0.08633093525179857,2.5121951219512195,0.027777777777777776,0.0,0.07142857142857142
100,Arx,0.0,0.4869109947643979,0.013761467889908258,0.007272727272727273,0.0,1.6097560975609757,0.0,0.06382978723404255,0.0
101,5330417C22Rik,0.5559284116331096,1.450261780104712,1.408256880733945,0.08,0.02158273381294964,1.951219512195122,0.0,0.0,0.0
102,Ptms,0.9340044742729307,1.9109947643979057,1.7201834862385321,1.3854545454545455,1.9928057553956835,3.5121951219512195,3.4722222222222223,1.872340425531915,1.2142857142857142
103,Folr1,0.08053691275167785,0.08900523560209424,0.3165137614678899,0.014545454545454545,0.007194244604316547,0.7560975609756098,0.0,0.0,0.0
104,Ctss,0.0022371364653243847,0.005235602094240838,0.0,0.0036363636363636364,0.014388489208633094,0.0,13.11111111111111,0.0,0.0
105,Laptm5,0.003355704697986577,0.0,0.0,0.0,0.0,0.0,6.527777777777778,0.02127659574468085,0.0
106,Pla2g7,0.0044742729306487695,0.005235602094240838,0.0,0.0036363636363636364,0.09352517985611511,0.0,7.833333333333333,0.0,0.0
107,Fth1,4.224832214765101,4.18848167539267,3.18348623853211,7.48,8.496402877697841,3.2439024390243905,184.27777777777777,10.191489361702128,17.928571428571427
108,Apoe,0.05145413870246085,0.02617801047120419,0.013761467889908258,0.17454545454545456,0.26618705035971224,0.04878048780487805,43.611111111111114,0.40425531914893614,6.928571428571429
109,Cd74,0.0145413870246085,0.010471204188481676,0.009174311926605505,0.15272727272727274,0.3597122302158273,0.0,72.19444444444444,0.9787234042553191,0.21428571428571427
110,Npc2,1.3523489932885906,3.1518324607329844,1.3761467889908257,0.6763636363636364,0.9712230215827338,1.7560975609756098,16.666666666666668,0.574468085106383,3.0714285714285716
111,Ftl1,5.982102908277405,4.973821989528796,4.440366972477064,4.621818181818182,5.841726618705036,3.8048780487804876,56.388888888888886,6.0212765957446805,6.428571428571429
112,Lgals3,0.006711409395973154,0.225130890052356,0.0045871559633027525,1.2072727272727273,0.08633093525179857,0.024390243902439025,15.194444444444445,0.2765957446808511,0.2857142857142857
113,Fcer1g,0.029082774049217,0.010471204188481676,0.013761467889908258,0.014545454545454545,0.1079136690647482,0.0,7.972222222222222,0.0,0.0
114,C1qa,0.13870246085011187,0.1518324607329843,0.3944954128440367,0.01090909090909091,0.0,0.21951219512195122,7.333333333333333,0.0,0.0
115,Tyrobp,0.0011185682326621924,0.0,0.0,0.0,0.014388489208633094,0.0,4.833333333333333,0.02127659574468085,0.0
116,Ctsb,4.996644295302014,5.816753926701571,1.9678899082568808,2.3527272727272726,3.5899280575539567,2.5609756097560976,40.666666666666664,4.404255319148936,2.9285714285714284
117,Psap,5.442953020134228,3.2146596858638743,3.8623853211009176,1.3963636363636365,2.1366906474820144,4.439024390243903,39.638888888888886,1.7446808510638299,2.357142857142857
118,C1qb,0.0011185682326621924,0.0,0.0,0.0,0.007194244604316547,0.0,6.944444444444445,0.0,0.0
119,H2-Aa,0.013422818791946308,0.010471204188481676,0.0045871559633027525,0.0,0.5323741007194245,0.024390243902439025,46.361111111111114,0.0425531914893617,0.0
120,Tmsb4x,0.9787472035794184,4.523560209424084,0.7018348623853211,9.305454545454545,9.942446043165468,2.5365853658536586,30.555555555555557,6.276595744680851,12.785714285714286
121,Lyz2,0.0,0.0,0.0045871559633027525,0.0,0.007194244604316547,0.0,12.055555555555555,0.0,0.0
122,Srgn,0.003355704697986577,0.005235602094240838,0.0045871559633027525,0.0036363636363636364,4.503597122302159,0.024390243902439025,9.194444444444445,0.06382978723404255,0.21428571428571427
123,Gm13889,0.050335570469798654,0.11518324607329843,0.0045871559633027525,0.007272727272727273,0.7266187050359713,0.024390243902439025,0.0,15.27659574468085,0.9285714285714286
124,Ednrb,0.003355704697986577,0.005235602094240838,0.009174311926605505,0.0,2.841726618705036,0.024390243902439025,0.027777777777777776,7.319148936170213,0.14285714285714285
125,Igfbp5,0.07158836689038031,0.0,0.0871559633027523,0.06181818181818182,2.079136690647482,0.024390243902439025,0.027777777777777776,41.255319148936174,0.21428571428571427
126,Rgs5,0.0044742729306487695,0.02617801047120419,0.0,0.6981818181818182,0.45323741007194246,0.024390243902439025,0.0,7.404255319148936,1.5714285714285714
127,S1pr3,0.0,0.0,0.0,0.0,0.2014388489208633,0.0,0.0,4.319148936170213,0.21428571428571427
128,Vim,0.011185682326621925,0.05759162303664921,0.10091743119266056,0.01818181818181818,2.971223021582734,0.024390243902439025,6.416666666666667,9.297872340425531,19.785714285714285
129,Ptp4a3,0.20134228187919462,0.4293193717277487,0.19724770642201836,0.05454545454545454,2.129496402877698,0.36585365853658536,0.16666666666666666,11.574468085106384,0.0
130,Smtn,0.0145413870246085,0.0,0.0045871559633027525,0.2109090909090909,0.9640287769784173,0.0,0.0,3.617021276595745,0.9285714285714286
131,Ndufa4l2,0.005592841163310962,0.005235602094240838,0.009174311926605505,0.01090909090909091,0.2589928057553957,0.0,0.0,2.851063829787234,1.8571428571428572
132,Ngf,0.005592841163310962,0.015706806282722512,0.01834862385321101,0.56,0.08633093525179857,0.04878048780487805,0.0,3.4680851063829787,0.8571428571428571
133,Mgp,0.07606263982102908,0.010471204188481676,0.01834862385321101,0.04727272727272727,10.06474820143885,0.024390243902439025,0.027777777777777776,105.74468085106383,22.214285714285715
134,Sema6d,0.026845637583892617,0.08376963350785341,0.05045871559633028,0.0036363636363636364,1.4676258992805755,0.04878048780487805,0.027777777777777776,3.127659574468085,0.21428571428571427
135,Serpinh1,0.07158836689038031,0.21465968586387435,0.25688073394495414,0.6181818181818182,3.3309352517985613,0.4146341463414634,0.0,4.531914893617022,14.214285714285714
136,Ldha,0.4854586129753915,1.450261780104712,2.073394495412844,3.058181818181818,5.366906474820144,1.6097560975609757,5.916666666666667,8.361702127659575,7.857142857142857
137,Epas1,0.006711409395973154,0.06282722513089005,0.22935779816513763,0.18181818181818182,2.964028776978417,0.4634146341463415,0.0,3.8297872340425534,0.07142857142857142
138,Stc1,0.04138702460850112,0.04712041884816754,0.22477064220183487,0.04,1.8489208633093526,0.024390243902439025,0.0,8.212765957446809,1.2142857142857142
139,Cald1,0.050335570469798654,0.25654450261780104,0.05045871559633028,1.7418181818181817,0.6906474820143885,0.17073170731707318,0.0,4.0,6.142857142857143
140,Col1a1,0.0,0.0,0.009174311926605505,0.007272727272727273,0.0,0.0,0.0,0.0,15.0
141,Il11,0.008948545861297539,0.010471204188481676,0.0,0.04,0.050359712230215826,0.04878048780487805,0.0,3.5106382978723403,30.071428571428573
142,Ifitm3,0.010067114093959731,0.06282722513089005,0.013761467889908258,0.4727272727272727,4.820143884892087,0.024390243902439025,3.138888888888889,3.723404255319149,10.0
143,Fstl1,0.0044742729306487695,0.0,0.0,0.14181818181818182,1.0359712230215827,0.0,0.0,2.702127659574468,4.0
144,Il6,0.0011185682326621924,0.0,0.0,0.007272727272727273,0.02877697841726619,0.0,0.027777777777777776,1.5106382978723405,8.857142857142858
145,Col5a2,0.0,0.0,0.0,0.0,0.04316546762589928,0.0,0.0,0.2553191489361702,3.0
146,Igfbp7,0.28635346756152125,0.9476439790575916,1.8623853211009174,3.709090909090909,9.597122302158274,0.3902439024390244,0.0,9.617021276595745,7.357142857142857
147,Sdc1,0.0022371364653243847,0.010471204188481676,0.027522935779816515,0.46545454545454545,0.04316546762589928,0.0,0.4444444444444444,0.06382978723404255,2.0714285714285716
148,Lgals1,0.003355704697986577,0.010471204188481676,0.0045871559633027525,0.20727272727272728,0.050359712230215826,0.0,0.75,1.0212765957446808,2.5714285714285716
149,Tpm4,0.8769574944071589,0.9109947643979057,0.5091743119266054,3.7381818181818183,4.431654676258993,0.4878048780487805,2.388888888888889,2.9361702127659575,7.5
150,Dcn,0.0011185682326621924,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,7.571428571428571
151,Col3a1,0.0,0.0,0.0,0.0,0.02158273381294964,0.0,0.0,0.2765957446808511,7.714285714285714
152,Col5a1,0.0,0.0,0.0,0.0,0.02158273381294964,0.0,0.0,0.10638297872340426,2.357142857142857
153,Tnc,0.0011185682326621924,0.0,0.0,0.01090909090909091,0.02877697841726619,0.0,0.0,0.40425531914893614,18.357142857142858
